Disease_ID	HGNC_Symbol	Global_Ranking	Total_Rankings
101400	FGFR2	1	17558
101400	TWIST1	4	17558
102200	AIP	2	17558
102200	GNAS	6	17558
103780	ADH1B	540	17554
103780	ADH1C	524	17554
103780	GABRA2	8141	17554
103780	HTR2A	1499	17554
103780	RCBTB1	16463	17554
103780	TAS2R16	13204	17554
104300	A2M	132	17550
104300	ACE	2177	17550
104300	APBB2	4641	17550
104300	APP	6	17550
104300	BLMH	1339	17550
104300	MPO	6367	17550
104300	NOS3	25	17550
104300	PAXIP1	223	17550
104300	PLAU	653	17550
104300	SORL1	2447	17550
105200	APOA1	928	17556
105200	B2M	768	17556
105200	FGA	1002	17556
105200	LYZ	4970	17556
105400	DCTN1	61	17556
105400	NEFH	26	17556
105400	PRPH	35	17556
105400	SOD1	87	17556
106210	ELP4	7484	17557
106210	PAX6	1	17557
106210	WT1	7	17557
109400	PTCH1	5	17557
109400	PTCH2	3	17557
109400	SUFU	9	17557
109800	FGFR3	8	17556
109800	HRAS	10	17556
109800	KRAS	8	17556
109800	RB1	45	17556
111400	A4GALT	17	17558
111400	B3GALNT1	11	17558
112600	BMP2	13	17557
112600	BMPR1B	5	17557
112600	GDF5	1	17557
113650	EYA1	1	17558
113650	SIX1	1	17558
113800	KRT1	1	17558
113800	KRT10	1	17558
114480	AKT1	17	17538
114480	BARD1	40	17538
114480	BRCA1	1	17538
114480	BRCA2	1	17538
114480	BRIP1	49	17538
114480	CASP8	51	17538
114480	CDH1	36	17538
114480	CHEK2	3	17538
114480	HMMR	582	17538
114480	KRAS	16	17538
114480	NQO2	15153	17538
114480	PALB2	29	17538
114480	PHB	1035	17538
114480	PIK3CA	9	17538
114480	PPM1D	3168	17538
114480	RAD51	40	17538
114480	RAD54L	1220	17538
114480	RB1CC1	2340	17538
114480	SLC22A18	239	17538
114480	TP53	3	17538
114480	TSG101	4193	17538
114480	XRCC3	75	17538
114500	AKT1	15	17548
114500	BUB1B	325	17548
