Disease_ID	HGNC_Symbol	Global_Ranking	Total_Rankings
101400	FGFR2	1	17558
101400	TWIST1	4	17558
102200	AIP	2	17558
102200	GNAS	16	17558
103780	ADH1B	122	17554
103780	ADH1C	136	17554
103780	GABRA2	9017	17554
103780	HTR2A	1458	17554
103780	RCBTB1	14766	17554
103780	TAS2R16	4233	17554
104300	A2M	177	17550
104300	ACE	2908	17550
104300	APBB2	509	17550
104300	APP	5	17550
104300	BLMH	247	17550
104300	MPO	12787	17550
104300	NOS3	15	17550
104300	PAXIP1	188	17550
104300	PLAU	1284	17550
104300	SORL1	217	17550
105200	APOA1	1970	17556
105200	B2M	682	17556
105200	FGA	2047	17556
105200	LYZ	2703	17556
105400	DCTN1	165	17556
105400	NEFH	11	17556
105400	PRPH	12	17556
105400	SOD1	29	17556
106210	ELP4	2813	17557
106210	PAX6	1	17557
106210	WT1	6	17557
109400	PTCH1	7	17557
109400	PTCH2	6	17557
109400	SUFU	8	17557
109800	FGFR3	5	17556
109800	HRAS	14	17556
109800	KRAS	14	17556
109800	RB1	230	17556
111400	A4GALT	10	17558
111400	B3GALNT1	8	17558
112600	BMP2	16	17557
112600	BMPR1B	2	17557
112600	GDF5	1	17557
113650	EYA1	1	17558
113650	SIX1	1	17558
113800	KRT1	3	17558
113800	KRT10	1	17558
114480	AKT1	33	17538
114480	BARD1	8	17538
114480	BRCA1	1	17538
114480	BRCA2	1	17538
114480	BRIP1	24	17538
114480	CASP8	56	17538
114480	CDH1	37	17538
114480	CHEK2	3	17538
114480	HMMR	486	17538
114480	KRAS	7	17538
114480	NQO2	14362	17538
114480	PALB2	7	17538
114480	PHB	289	17538
114480	PIK3CA	7	17538
114480	PPM1D	770	17538
114480	RAD51	13	17538
114480	RAD54L	2660	17538
114480	RB1CC1	1138	17538
114480	SLC22A18	326	17538
114480	TP53	3	17538
114480	TSG101	2808	17538
114480	XRCC3	21	17538
114500	AKT1	19	17548
114500	BUB1B	789	17548
