Disease_ID	HGNC_Symbol	Global_Ranking	Total_Rankings
101400	FGFR2	1	17558
101400	TWIST1	5	17558
102200	AIP	2	17558
102200	GNAS	18	17558
103780	ADH1B	104	17554
103780	ADH1C	121	17554
103780	GABRA2	9306	17554
103780	HTR2A	1790	17554
103780	RCBTB1	14705	17554
103780	TAS2R16	4779	17554
104300	A2M	152	17550
104300	ACE	2607	17550
104300	APBB2	660	17550
104300	APP	4	17550
104300	BLMH	265	17550
104300	MPO	12676	17550
104300	NOS3	15	17550
104300	PAXIP1	169	17550
104300	PLAU	1399	17550
104300	SORL1	295	17550
105200	APOA1	1988	17556
105200	B2M	626	17556
105200	FGA	2103	17556
105200	LYZ	2446	17556
105400	DCTN1	250	17556
105400	NEFH	12	17556
105400	PRPH	13	17556
105400	SOD1	26	17556
106210	ELP4	3096	17557
106210	PAX6	1	17557
106210	WT1	6	17557
109400	PTCH1	8	17557
109400	PTCH2	2	17557
109400	SUFU	9	17557
109800	FGFR3	6	17556
109800	HRAS	6	17556
109800	KRAS	7	17556
109800	RB1	218	17556
111400	A4GALT	10	17558
111400	B3GALNT1	8	17558
112600	BMP2	9	17557
112600	BMPR1B	2	17557
112600	GDF5	1	17557
113650	EYA1	1	17558
113650	SIX1	1	17558
113800	KRT1	1	17558
113800	KRT10	1	17558
114480	AKT1	30	17538
114480	BARD1	7	17538
114480	BRCA1	1	17538
114480	BRCA2	1	17538
114480	BRIP1	25	17538
114480	CASP8	52	17538
114480	CDH1	36	17538
114480	CHEK2	2	17538
114480	HMMR	439	17538
114480	KRAS	6	17538
114480	NQO2	14323	17538
114480	PALB2	6	17538
114480	PHB	270	17538
114480	PIK3CA	6	17538
114480	PPM1D	810	17538
114480	RAD51	10	17538
114480	RAD54L	2489	17538
114480	RB1CC1	1115	17538
114480	SLC22A18	294	17538
114480	TP53	3	17538
114480	TSG101	2844	17538
114480	XRCC3	18	17538
114500	AKT1	15	17548
114500	BUB1B	726	17548
114500	CTNNB1	27	17548
114500	DCC	1850	17548
114500	DLC1	1358	17548
114500	EP300	194	17548
114500	FGFR3	19	17548
114500	FLCN	2	17548
114500	NRAS	52	17548
114500	PIK3CA	18	17548
114500	SRC	451	17548
114500	TP53	1	17548
114550	AXIN1	271	17552
114550	CASP8	99	17552
114550	CTNNB1	13	17552
114550	IGF2R	5756	17552
114550	MET	389	17552
114550	PDGFRL	8341	17552
114550	PIK3CA	4	17552
114550	TP53	12	17552
120435	MSH2	6	17558
120435	PMS1	375	17558
122100	KRT12	36	17558
122100	KRT3	39	17558
122700	CYP2A6	147	17556
122700	CYP2C9	137	17556
122700	F9	339	17556
122700	VKORC1	341	17556
123400	HLA-DQB1	2961	17558
123400	PRNP	7	17558
125853	AKT2	260	17535
125853	CDKAL1	15280	17535
125853	ENPP1	270	17535
125853	GCGR	8419	17535
125853	GCK	5	17535
125853	HMGA1	869	17535
125853	HNF1A	1	17535
125853	HNF1B	9	17535
125853	HNF4A	4	17535
125853	IGF2BP2	9352	17535
125853	IRS1	256	17535
125853	IRS2	589	17535
125853	KCNJ11	1	17535
125853	MAPK8IP1	2988	17535
125853	MTNR1B	6242	17535
125853	NEUROD1	10	17535
125853	PAX4	8	17535
125853	PDX1	1	17535
125853	PPARG	10	17535
125853	PPP1R3A	28	17535
125853	PTPN1	257	17535
125853	RETN	14230	17535
125853	SLC2A2	75	17535
125853	SLC30A8	15120	17535
125853	WFS1	8297	17535
126200	HLA-DQB1	30	17558
126200	HLA-DRB1	13	17558
127550	TERT	1	17558
127550	TINF2	1	17558
127750	GBA	50	17557
127750	SNCA	1	17557
127750	SNCB	420	17557
129490	EDAR	1	17558
129490	EDARADD	1	17558
130000	COL1A1	7	17557
130000	COL5A1	8	17557
130000	COL5A2	41	17557
130060	COL1A1	1	17558
130060	COL1A2	1	17558
130650	CDKN1C	3440	17556
130650	IGF2	136	17556
130650	KCNQ1	4049	17556
130650	NSD1	2931	17556
131760	KRT14	1	17558
131760	KRT5	1	17558
131800	ITGB4	47	17557
131800	KRT14	2	17557
131800	KRT5	1	17557
131900	KRT14	2	17558
131900	KRT5	1	17558
132600	CTNNB1	92	17558
132600	MUTYH	179	17558
133100	EPOR	17	17557
133100	JAK2	2	17557
133100	SH2B3	9	17557
133200	GJA1	55	17557
133200	GJB3	6	17557
133200	GJB4	16	17557
133239	DCC	1301	17554
133239	DEC1	8071	17554
133239	DLEC1	2085	17554
133239	LZTS1	13862	17554
133239	RNF6	3859	17554
133239	TGFBR2	653	17554
133780	FZD4	112	17558
133780	LRP5	1	17558
136880	PRPH2	12	17556
136880	RDH5	5	17556
136880	RHO	53	17556
136880	RLBP1	5	17556
137215	CDH1	127	17556
137215	IL1B	9	17556
137215	IL1RN	21	17556
137215	KRAS	90	17556
137550	HRAS	3	17558
137550	NRAS	3	17558
137800	ERBB2	596	17557
137800	IDH1	4980	17557
137800	TP53	29	17557
138500	SLC36A2	1	17557
138500	SLC6A19	1	17557
138500	SLC6A20	2	17557
140700	HBA1	1	17557
140700	HBA2	1	17557
