Disease_ID	HGNC_Symbol	Global_Ranking	Total_Rankings
101400	FGFR2	1	17558
101400	TWIST1	11	17558
102200	AIP	3	17558
102200	GNAS	13	17558
103780	ADH1B	198	17554
103780	ADH1C	141	17554
103780	GABRA2	9628	17554
103780	HTR2A	959	17554
103780	RCBTB1	16318	17554
103780	TAS2R16	6593	17554
104300	A2M	136	17550
104300	ACE	360	17550
104300	APBB2	1360	17550
104300	APP	12	17550
104300	BLMH	363	17550
104300	MPO	13379	17550
104300	NOS3	11	17550
104300	PAXIP1	251	17550
104300	PLAU	1239	17550
104300	SORL1	631	17550
105200	APOA1	3292	17556
105200	B2M	797	17556
105200	FGA	2192	17556
105200	LYZ	2705	17556
105400	DCTN1	845	17556
105400	NEFH	32	17556
105400	PRPH	40	17556
105400	SOD1	59	17556
106210	ELP4	3993	17557
106210	PAX6	1	17557
106210	WT1	1	17557
109400	PTCH1	4	17557
109400	PTCH2	1	17557
109400	SUFU	4	17557
109800	FGFR3	7	17556
109800	HRAS	5	17556
109800	KRAS	6	17556
109800	RB1	131	17556
111400	A4GALT	14	17558
111400	B3GALNT1	9	17558
112600	BMP2	18	17557
112600	BMPR1B	4	17557
112600	GDF5	1	17557
113650	EYA1	1	17558
113650	SIX1	1	17558
113800	KRT1	1	17558
113800	KRT10	1	17558
114480	AKT1	17	17538
114480	BARD1	75	17538
114480	BRCA1	1	17538
114480	BRCA2	1	17538
114480	BRIP1	50	17538
114480	CASP8	20	17538
114480	CDH1	6	17538
114480	CHEK2	1	17538
114480	HMMR	633	17538
114480	KRAS	4	17538
114480	NQO2	15795	17538
114480	PALB2	43	17538
114480	PHB	320	17538
114480	PIK3CA	3	17538
114480	PPM1D	1315	17538
114480	RAD51	78	17538
114480	RAD54L	1384	17538
114480	RB1CC1	1854	17538
114480	SLC22A18	65	17538
114480	TP53	3	17538
114480	TSG101	3853	17538
114480	XRCC3	99	17538
114500	AKT1	6	17548
114500	BUB1B	852	17548
114500	CTNNB1	7	17548
114500	DCC	1234	17548
114500	DLC1	2451	17548
114500	EP300	175	17548
114500	FGFR3	10	17548
114500	FLCN	17	17548
114500	NRAS	31	17548
